Date,Close
2024-10-11,0.5388
2024-10-10,0.5305
2024-10-09,0.5245
2024-10-08,0.531
2024-10-07,0.5286
2024-10-06,0.5336
2024-10-05,0.5294
2024-10-04,0.534
2024-10-03,0.5217
2024-10-02,0.5383
2024-10-01,0.5967
2024-09-30,0.6114
2024-09-29,0.6412
2024-09-28,0.6138
2024-09-27,0.5888
2024-09-26,0.5905
2024-09-25,0.5831
2024-09-24,0.5911
2024-09-23,0.5847
2024-09-22,0.5871
2024-09-21,0.5976
2024-09-20,0.5851
2024-09-19,0.5868
2024-09-18,0.5852
2024-09-17,0.5839
2024-09-16,0.5866
2024-09-15,0.5706
2024-09-14,0.5956
2024-09-13,0.5728
2024-09-12,0.5626
2024-09-11,0.5348
2024-09-10,0.5408
2024-09-09,0.5395
2024-09-08,0.5295
2024-09-07,0.5248
2024-09-06,0.5211
2024-09-05,0.5444
2024-09-04,0.5579
2024-09-03,0.5572
2024-09-02,0.5677
2024-09-01,0.5472
2024-08-31,0.5662
2024-08-30,0.5667
2024-08-29,0.5619
2024-08-28,0.5693
2024-08-27,0.5666
2024-08-26,0.5874
2024-08-25,0.6
2024-08-24,0.6127
2024-08-23,0.6109
2024-08-22,0.5976
2024-08-21,0.5999
2024-08-20,0.5937
2024-08-19,0.5985
2024-08-18,0.5631
2024-08-17,0.5665
2024-08-16,0.5638
2024-08-15,0.5607
2024-08-14,0.5687
2024-08-13,0.577
2024-08-12,0.5684
2024-08-11,0.5528
2024-08-10,0.5841
2024-08-09,0.5805
2024-08-08,0.6166
2024-08-07,0.6002
2024-08-06,0.5062
2024-08-05,0.4889
2024-08-04,0.5228
2024-08-03,0.5558
2024-08-02,0.5607
2024-08-01,0.5964
2024-07-31,0.623
2024-07-30,0.6277
2024-07-29,0.6019
2024-07-28,0.6012
2024-07-27,0.5956
2024-07-26,0.6034
2024-07-25,0.5996
2024-07-24,0.6179
2024-07-23,0.5975
2024-07-22,0.608
2024-07-21,0.5984
2024-07-20,0.5937
2024-07-19,0.5733
2024-07-18,0.5697
2024-07-17,0.626
2024-07-16,0.5793
2024-07-15,0.5372
2024-07-14,0.5205
2024-07-13,0.5257
2024-07-12,0.4745
2024-07-11,0.4491
2024-07-10,0.4388
2024-07-09,0.4356
2024-07-08,0.4316
2024-07-07,0.4195
2024-07-06,0.4488
2024-07-05,0.4251
2024-07-04,0.4329
2024-07-03,0.4672
2024-07-02,0.4853
2024-07-01,0.477
2024-06-30,0.4761
2024-06-29,0.4727
2024-06-28,0.4716
2024-06-27,0.4753
2024-06-26,0.4698
2024-06-25,0.4757
2024-06-24,0.474
2024-06-23,0.4797
2024-06-22,0.4866
2024-06-21,0.4889
2024-06-20,0.4888
2024-06-19,0.4933
2024-06-18,0.491
2024-06-17,0.5047
2024-06-16,0.4891
2024-06-15,0.4908
2024-06-14,0.4746
2024-06-13,0.4769
2024-06-12,0.4916
2024-06-11,0.4802
2024-06-10,0.4969
2024-06-09,0.4986
2024-06-08,0.4926
2024-06-07,0.4991
2024-06-06,0.5215
2024-06-05,0.5258
2024-06-04,0.5257
2024-06-03,0.5199
2024-06-02,0.5135
2024-06-01,0.5187
2024-05-31,0.5176
2024-05-30,0.5186
2024-05-29,0.5238
2024-05-28,0.5287
2024-05-27,0.534
2024-05-26,0.5283
2024-05-25,0.5416
2024-05-24,0.536
2024-05-23,0.5289
2024-05-22,0.5268
2024-05-21,0.537
2024-05-20,0.5377
2024-05-19,0.5096
2024-05-18,0.5213
2024-05-17,0.5234
2024-05-16,0.5157
2024-05-15,0.5188
2024-05-14,0.5002
2024-05-13,0.5053
2024-05-12,0.4993
2024-05-11,0.5059
2024-05-10,0.5022
2024-05-09,0.5209
2024-05-08,0.5171
2024-05-07,0.5245
2024-05-06,0.5402
2024-05-05,0.5296
2024-05-04,0.5302
2024-05-03,0.5317
2024-05-02,0.518
2024-05-01,0.5175
2024-04-30,0.5006
2024-04-29,0.5151
2024-04-28,0.5103
2024-04-27,0.5179
2024-04-26,0.5261
2024-04-25,0.5254
2024-04-24,0.5275
2024-04-23,0.5445
2024-04-22,0.556
2024-04-21,0.5246
2024-04-20,0.5288
2024-04-19,0.503
2024-04-18,0.5025
2024-04-17,0.4951
2024-04-16,0.4965
2024-04-15,0.4977
2024-04-14,0.5033
2024-04-13,0.4788
2024-04-12,0.5468
2024-04-11,0.6086
2024-04-10,0.6172
2024-04-09,0.6141
2024-04-08,0.6147
2024-04-07,0.5944
2024-04-06,0.593
2024-04-05,0.5871
2024-04-04,0.5935
2024-04-03,0.5742
2024-04-02,0.5854
2024-04-01,0.611
2024-03-31,0.6292
2024-03-30,0.6212
2024-03-29,0.6301
2024-03-28,0.6244
2024-03-27,0.6118
2024-03-26,0.6317
2024-03-25,0.6406
2024-03-24,0.6325
2024-03-23,0.6167
2024-03-22,0.6115
2024-03-21,0.6404
2024-03-20,0.6107
2024-03-19,0.5845
2024-03-18,0.6453
2024-03-17,0.6191
2024-03-16,0.6031
2024-03-15,0.6342
2024-03-14,0.669
2024-03-13,0.6891
2024-03-12,0.688
2024-03-11,0.723
2024-03-10,0.608
2024-03-09,0.6197
2024-03-08,0.62
2024-03-07,0.627
2024-03-06,0.6121
2024-03-05,0.5912
2024-03-04,0.6477
2024-03-03,0.6271
2024-03-02,0.6442
2024-03-01,0.6013
2024-02-29,0.5867
2024-02-28,0.575
2024-02-27,0.5861
2024-02-26,0.5506
2024-02-25,0.5425
2024-02-24,0.545
2024-02-23,0.5342
2024-02-22,0.541
2024-02-21,0.5491
2024-02-20,0.5622
2024-02-19,0.5626
2024-02-18,0.5571
2024-02-17,0.5496
2024-02-16,0.5643
2024-02-15,0.5622
2024-02-14,0.5378
2024-02-13,0.5247
2024-02-12,0.5315
2024-02-11,0.5261
2024-02-10,0.5239
2024-02-09,0.5262
2024-02-08,0.5147
2024-02-07,0.5138
2024-02-06,0.505
2024-02-05,0.5069
2024-02-04,0.5032
2024-02-03,0.5186
2024-02-02,0.5105
2024-02-01,0.5058
2024-01-31,0.5033
2024-01-30,0.5107
2024-01-29,0.5352
2024-01-28,0.5241
2024-01-27,0.5303
2024-01-26,0.5323
2024-01-25,0.5138
2024-01-24,0.5181
2024-01-23,0.5183
2024-01-22,0.5275
2024-01-21,0.5464
2024-01-20,0.5534
2024-01-19,0.5443
2024-01-18,0.552
2024-01-17,0.5685
2024-01-16,0.5757
2024-01-15,0.5757
2024-01-14,0.5763
2024-01-13,0.5747
2024-01-12,0.5699
2024-01-11,0.6019
2024-01-10,0.6008
2024-01-09,0.5669
2024-01-08,0.5776
2024-01-07,0.5515
2024-01-06,0.5679
2024-01-05,0.5757
2024-01-04,0.5868
2024-01-03,0.5823
2024-01-02,0.6246
2024-01-01,0.6294
2023-12-31,0.6156
2023-12-30,0.6207
2023-12-29,0.623
2023-12-28,0.6346
2023-12-27,0.634
2023-12-26,0.6219
2023-12-25,0.6462
2023-12-24,0.6121
2023-12-23,0.6195
2023-12-22,0.6244
2023-12-21,0.6241
2023-12-20,0.6171
2023-12-19,0.6047
2023-12-18,0.6125
2023-12-17,0.6103
2023-12-16,0.6203
2023-12-15,0.6156
2023-12-14,0.6316
2023-12-13,0.6275
2023-12-12,0.6192
2023-12-11,0.6187
2023-12-10,0.6617
2023-12-09,0.6584
2023-12-08,0.6721
2023-12-07,0.6432
2023-12-06,0.64
2023-12-05,0.621
2023-12-04,0.6245
2023-12-03,0.6229
2023-12-02,0.6208
2023-12-01,0.6125
2023-11-30,0.6063
2023-11-29,0.6091
2023-11-28,0.6107
2023-11-27,0.6039
2023-11-26,0.6157
2023-11-25,0.6228
2023-11-24,0.6212
2023-11-23,0.6209
2023-11-22,0.6109
2023-11-21,0.5788
2023-11-20,0.6122
2023-11-19,0.6258
2023-11-18,0.6106
2023-11-17,0.6133
2023-11-16,0.6119
2023-11-15,0.6481
2023-11-14,0.6296
2023-11-13,0.6702
2023-11-12,0.6613
2023-11-11,0.6626
2023-11-10,0.6595
2023-11-09,0.6665
2023-11-08,0.6869
2023-11-07,0.685
2023-11-06,0.7148
2023-11-05,0.6607
2023-11-04,0.6149
2023-11-03,0.6121
2023-11-02,0.6054
2023-11-01,0.6085
2023-10-31,0.5996
2023-10-30,0.578
2023-10-29,0.5561
2023-10-28,0.5446
2023-10-27,0.543
2023-10-26,0.5533
2023-10-25,0.5552
2023-10-24,0.5588
2023-10-23,0.5475
2023-10-22,0.5226
2023-10-21,0.5208
2023-10-20,0.5149
2023-10-19,0.5197
2023-10-18,0.4878
2023-10-17,0.4912
2023-10-16,0.4978
2023-10-15,0.4874
2023-10-14,0.4865
2023-10-13,0.4851
2023-10-12,0.483
2023-10-11,0.4888
2023-10-10,0.4965
2023-10-09,0.5027
2023-10-08,0.5174
2023-10-07,0.5216
2023-10-06,0.5255
2023-10-05,0.5227
2023-10-04,0.5326
2023-10-03,0.539
2023-10-02,0.5123
2023-10-01,0.5241
2023-09-30,0.5149
2023-09-29,0.5215
2023-09-28,0.5098
2023-09-27,0.4993
2023-09-26,0.5019
2023-09-25,0.5056
2023-09-24,0.5021
2023-09-23,0.5076
2023-09-22,0.5122
2023-09-21,0.5071
2023-09-20,0.5212
2023-09-19,0.514
2023-09-18,0.503
2023-09-17,0.4925
2023-09-16,0.4998
2023-09-15,0.5005
2023-09-14,0.4892
2023-09-13,0.4832
2023-09-12,0.4804
2023-09-11,0.4744
2023-09-10,0.4969
2023-09-09,0.5038
2023-09-08,0.505
2023-09-07,0.505
2023-09-06,0.5033
2023-09-05,0.5056
2023-09-04,0.5087
2023-09-03,0.5047
2023-09-02,0.4988
2023-09-01,0.498
2023-08-31,0.511
2023-08-30,0.5284
2023-08-29,0.5398
2023-08-28,0.5232
2023-08-27,0.5236
2023-08-26,0.5231
2023-08-25,0.5258
2023-08-24,0.5187
2023-08-23,0.5301
2023-08-22,0.521
2023-08-21,0.5245
2023-08-20,0.5384
2023-08-19,0.5199
2023-08-18,0.5062
2023-08-17,0.5064
2023-08-16,0.5889
2023-08-15,0.6104
2023-08-14,0.6343
2023-08-13,0.6256
2023-08-12,0.6276
2023-08-11,0.6318
2023-08-10,0.6331
2023-08-09,0.6433
2023-08-08,0.6418
2023-08-07,0.6236
2023-08-06,0.624
2023-08-05,0.6288
2023-08-04,0.6356
2023-08-03,0.663
2023-08-02,0.685
2023-08-01,0.7069
2023-07-31,0.6976
2023-07-30,0.7046
2023-07-29,0.7121
2023-07-28,0.712
2023-07-27,0.7139
2023-07-26,0.7161
2023-07-25,0.7089
2023-07-24,0.7021
2023-07-23,0.7384
2023-07-22,0.7331
2023-07-21,0.7713
2023-07-20,0.7942
2023-07-19,0.8199
2023-07-18,0.7779
2023-07-17,0.7374
2023-07-16,0.7468
2023-07-15,0.7145
2023-07-14,0.7179
2023-07-13,0.8153
2023-07-12,0.471
2023-07-11,0.4753
2023-07-10,0.478
2023-07-09,0.468
2023-07-08,0.4704
2023-07-07,0.4687
2023-07-06,0.4622
2023-07-05,0.4777
2023-07-04,0.4872
2023-07-03,0.489
2023-07-02,0.4845
2023-07-01,0.4732
2023-06-30,0.4729
2023-06-29,0.4747
2023-06-28,0.4647
2023-06-27,0.4838
2023-06-26,0.479
2023-06-25,0.4903
2023-06-24,0.4865
2023-06-23,0.4961
2023-06-22,0.4938
2023-06-21,0.4999
2023-06-20,0.4929
2023-06-19,0.4936
2023-06-18,0.4868
2023-06-17,0.4794
2023-06-16,0.4759
2023-06-15,0.4801
2023-06-14,0.4801
2023-06-13,0.5192
2023-06-12,0.5251
2023-06-11,0.5208
2023-06-10,0.5067
2023-06-09,0.538
2023-06-08,0.5236
2023-06-07,0.5183
2023-06-06,0.53
2023-06-05,0.509
2023-06-04,0.5359
2023-06-03,0.5188
2023-06-02,0.5244
2023-06-01,0.5065
2023-05-31,0.5166
2023-05-30,0.5205
2023-05-29,0.4946
2023-05-28,0.482
2023-05-27,0.4714
2023-05-26,0.4684
2023-05-25,0.4538
2023-05-24,0.453
2023-05-23,0.4651
2023-05-22,0.4618
2023-05-21,0.4575
2023-05-20,0.4685
2023-05-19,0.4675
2023-05-18,0.4596
2023-05-17,0.4484
2023-05-16,0.4425
2023-05-15,0.4273
2023-05-14,0.4253
2023-05-13,0.424
2023-05-12,0.4305
2023-05-11,0.4207
2023-05-10,0.4303
2023-05-09,0.4289
2023-05-08,0.4283
2023-05-07,0.449
2023-05-06,0.4582
2023-05-05,0.4671
2023-05-04,0.4608
2023-05-03,0.4632
2023-05-02,0.4645
2023-05-01,0.4649
2023-04-30,0.4705
2023-04-29,0.478
2023-04-28,0.4796
2023-04-27,0.4667
2023-04-26,0.4618
2023-04-25,0.4695
2023-04-24,0.4611
2023-04-23,0.4647
2023-04-22,0.4719
2023-04-21,0.4491
2023-04-20,0.4752
2023-04-19,0.4911
2023-04-18,0.5324
2023-04-17,0.5109
2023-04-16,0.5209
2023-04-15,0.5192
2023-04-14,0.5227
2023-04-13,0.5125
2023-04-12,0.5049
2023-04-11,0.5167
2023-04-10,0.5176
2023-04-09,0.5054
2023-04-08,0.5048
2023-04-07,0.5126
2023-04-06,0.5028
2023-04-05,0.5055
2023-04-04,0.5026
2023-04-03,0.4959
2023-04-02,0.518
2023-04-01,0.5095
2023-03-31,0.5374
2023-03-30,0.5319
2023-03-29,0.5425
2023-03-28,0.5144
2023-03-27,0.479
2023-03-26,0.4479
2023-03-25,0.4429
2023-03-24,0.4259
2023-03-23,0.4438
2023-03-22,0.4213
2023-03-21,0.4696
2023-03-20,0.3734
2023-03-19,0.3857
2023-03-18,0.3739
2023-03-17,0.3798
2023-03-16,0.3647
2023-03-15,0.3589
2023-03-14,0.3724
2023-03-13,0.3724
2023-03-12,0.3714
2023-03-11,0.3638
2023-03-10,0.37
2023-03-09,0.3706
2023-03-08,0.3889
2023-03-07,0.3801
2023-03-06,0.3695
2023-03-05,0.3668
2023-03-04,0.3735
2023-03-03,0.3774
2023-03-02,0.3772
2023-03-01,0.3835
2023-02-28,0.3762
2023-02-27,0.3785
2023-02-26,0.3779
2023-02-25,0.3778
2023-02-24,0.3783
2023-02-23,0.3882
2023-02-22,0.3953
2023-02-21,0.3919
2023-02-20,0.3984
2023-02-19,0.3863
2023-02-18,0.3943
2023-02-17,0.395
2023-02-16,0.3841
2023-02-15,0.4011
2023-02-14,0.3819
2023-02-13,0.3703
2023-02-12,0.3747
2023-02-11,0.3833
2023-02-10,0.3817
2023-02-09,0.3819
2023-02-08,0.3975
2023-02-07,0.4036
2023-02-06,0.392
2023-02-05,0.3984
2023-02-04,0.4106
2023-02-03,0.4117
2023-02-02,0.4098
2023-02-01,0.4131
2023-01-31,0.4057
2023-01-30,0.3934
2023-01-29,0.4134
2023-01-28,0.4078
2023-01-27,0.4128
2023-01-26,0.4092
2023-01-25,0.417
2023-01-24,0.4078
2023-01-23,0.4234
2023-01-22,0.4004
2023-01-21,0.4034
2023-01-20,0.4129
2023-01-19,0.3928
2023-01-18,0.3782
2023-01-17,0.3868
2023-01-16,0.3855
2023-01-15,0.3845
2023-01-14,0.3953
2023-01-13,0.3858
2023-01-12,0.3748
2023-01-11,0.3728
2023-01-10,0.3507
2023-01-09,0.349
2023-01-08,0.3452
2023-01-07,0.3442
2023-01-06,0.3443
2023-01-05,0.338
2023-01-04,0.3472
2023-01-03,0.3436
2023-01-02,0.3482
2023-01-01,0.3387
2022-12-31,0.3389
2022-12-30,0.3451
2022-12-29,0.3421
2022-12-28,0.3558
2022-12-27,0.3675
2022-12-26,0.3658
2022-12-25,0.3457
2022-12-24,0.3517
2022-12-23,0.3543
2022-12-22,0.3492
2022-12-21,0.3449
2022-12-20,0.3482
2022-12-19,0.3389
2022-12-18,0.3499
2022-12-17,0.3545
2022-12-16,0.3511
2022-12-15,0.378
2022-12-14,0.3853
2022-12-13,0.3952
2022-12-12,0.3874
2022-12-11,0.3809
2022-12-10,0.3865
2022-12-09,0.3889
2022-12-08,0.3941
2022-12-07,0.3835
2022-12-06,0.3914
2022-12-05,0.3893
2022-12-04,0.3895
2022-12-03,0.3873
2022-12-02,0.3961
2022-12-01,0.3969
2022-11-30,0.4078
2022-11-29,0.3981
2022-11-28,0.3888
2022-11-27,0.3962
2022-11-26,0.396
2022-11-25,0.4078
2022-11-24,0.4018
2022-11-23,0.3815
2022-11-22,0.3757
2022-11-21,0.3645
2022-11-20,0.3608
2022-11-19,0.3841
2022-11-18,0.3829
2022-11-17,0.3819
2022-11-16,0.3752
2022-11-15,0.3888
2022-11-14,0.3776
2022-11-13,0.3408
2022-11-12,0.3636
2022-11-11,0.3843
2022-11-10,0.3942
2022-11-09,0.3331
2022-11-08,0.4059
2022-11-07,0.4648
2022-11-06,0.4709
2022-11-05,0.493
2022-11-04,0.5064
2022-11-03,0.4548
2022-11-02,0.4497
2022-11-01,0.4636
2022-10-31,0.4641
2022-10-30,0.4582
2022-10-29,0.4701
2022-10-28,0.4744
2022-10-27,0.4615
2022-10-26,0.4689
2022-10-25,0.4605
2022-10-24,0.4529
2022-10-23,0.4688
2022-10-22,0.4653
2022-10-21,0.4614
2022-10-20,0.4465
2022-10-19,0.4504
2022-10-18,0.4658
2022-10-17,0.4804
2022-10-16,0.4766
2022-10-15,0.4818
2022-10-14,0.4883
2022-10-13,0.4791
2022-10-12,0.4881
2022-10-11,0.4861
2022-10-10,0.4939
2022-10-09,0.5325
2022-10-08,0.517
2022-10-07,0.5177
2022-10-06,0.4934
2022-10-05,0.4887
2022-10-04,0.4795
2022-10-03,0.4621
2022-10-02,0.4485
2022-10-01,0.4754
2022-09-30,0.4799
2022-09-29,0.4877
2022-09-28,0.4489
2022-09-27,0.4457
2022-09-26,0.4683
2022-09-25,0.4917
2022-09-24,0.4878
2022-09-23,0.5069
2022-09-22,0.4862
2022-09-21,0.3936
2022-09-20,0.414
2022-09-19,0.3848
2022-09-18,0.3576
2022-09-17,0.3762
2022-09-16,0.3552
2022-09-15,0.3261
2022-09-14,0.3415
2022-09-13,0.3326
2022-09-12,0.3598
2022-09-11,0.3552
2022-09-10,0.3573
2022-09-09,0.3568
2022-09-08,0.3396
2022-09-07,0.3369
2022-09-06,0.3212
2022-09-05,0.3329
2022-09-04,0.3317
2022-09-03,0.3297
2022-09-02,0.3314
2022-09-01,0.3331
2022-08-31,0.3277
2022-08-30,0.3267
2022-08-29,0.3337
2022-08-28,0.3224
2022-08-27,0.3346
2022-08-26,0.3393
2022-08-25,0.3491
2022-08-24,0.3456
2022-08-23,0.3472
2022-08-22,0.344
2022-08-21,0.3449
2022-08-20,0.3368
2022-08-19,0.3344
2022-08-18,0.3704
2022-08-17,0.3795
2022-08-16,0.377
2022-08-15,0.3751
2022-08-14,0.3757
2022-08-13,0.378
2022-08-12,0.3796
2022-08-11,0.3802
2022-08-10,0.3814
2022-08-09,0.3672
2022-08-08,0.3787
2022-08-07,0.3722
2022-08-06,0.3715
2022-08-05,0.3764
2022-08-04,0.371
2022-08-03,0.3695
2022-08-02,0.3714
2022-08-01,0.3791
2022-07-31,0.3792
2022-07-30,0.3879
2022-07-29,0.3679
2022-07-28,0.3739
2022-07-27,0.3594
2022-07-26,0.3372
2022-07-25,0.3362
2022-07-24,0.3586
2022-07-23,0.3592
2022-07-22,0.3578
2022-07-21,0.3669
2022-07-20,0.3635
2022-07-19,0.3729
2022-07-18,0.3653
2022-07-17,0.3433
2022-07-16,0.3505
2022-07-15,0.3342
2022-07-14,0.3338
2022-07-13,0.3237
2022-07-12,0.3116
2022-07-11,0.3152
2022-07-10,0.3255
2022-07-09,0.3448
2022-07-08,0.3402
2022-07-07,0.3422
2022-07-06,0.3324
2022-07-05,0.3252
2022-07-04,0.3287
2022-07-03,0.3215
2022-07-02,0.3156
2022-07-01,0.3139
2022-06-30,0.3321
2022-06-29,0.3296
2022-06-28,0.3375
2022-06-27,0.3537
2022-06-26,0.3592
2022-06-25,0.3676
2022-06-24,0.3672
2022-06-23,0.3358
2022-06-22,0.3223
2022-06-21,0.3294
2022-06-20,0.3227
2022-06-19,0.3264
2022-06-18,0.3075
2022-06-17,0.321
2022-06-16,0.3132
2022-06-15,0.3436
2022-06-14,0.3214
2022-06-13,0.3118
2022-06-12,0.3433
2022-06-11,0.3599
2022-06-10,0.3815
2022-06-09,0.4002
2022-06-08,0.4006
2022-06-07,0.4076
2022-06-06,0.4026
2022-06-05,0.3953
2022-06-04,0.3925
2022-06-03,0.3904
2022-06-02,0.4055
2022-06-01,0.398
2022-05-31,0.4217
2022-05-30,0.4187
2022-05-29,0.3891
2022-05-28,0.3863
2022-05-27,0.3819
2022-05-26,0.392
2022-05-25,0.406
2022-05-24,0.4086
2022-05-23,0.4052
2022-05-22,0.4218
2022-05-21,0.4145
2022-05-20,0.4101
2022-05-19,0.4205
2022-05-18,0.4056
2022-05-17,0.438
2022-05-16,0.4231
2022-05-15,0.4481
2022-05-14,0.4262
2022-05-13,0.4228
2022-05-12,0.3856
2022-05-11,0.4172
2022-05-10,0.513
2022-05-09,0.4873
2022-05-08,0.5662
2022-05-07,0.5808
2022-05-06,0.6022
2022-05-05,0.5981
2022-05-04,0.6459
2022-05-03,0.6047
2022-05-02,0.6143
2022-05-01,0.607
2022-04-30,0.5845
2022-04-29,0.6116
2022-04-28,0.6428
2022-04-27,0.6522
2022-04-26,0.642
2022-04-25,0.6931
2022-04-24,0.6981
2022-04-23,0.7057
2022-04-22,0.7179
2022-04-21,0.7328
2022-04-20,0.7517
2022-04-19,0.7749
2022-04-18,0.7699
2022-04-17,0.7519
2022-04-16,0.7808
2022-04-15,0.7858
2022-04-14,0.7262
2022-04-13,0.7232
2022-04-12,0.7152
2022-04-11,0.6948
2022-04-10,0.7543
2022-04-09,0.7622
2022-04-08,0.7549
2022-04-07,0.7871
2022-04-06,0.7595
2022-04-05,0.8164
2022-04-04,0.826
2022-04-03,0.8432
2022-04-02,0.824
2022-04-01,0.8277
2022-03-31,0.8148
2022-03-30,0.8613
2022-03-29,0.8577
2022-03-28,0.8641
2022-03-27,0.858
2022-03-26,0.8327
2022-03-25,0.8239
2022-03-24,0.8428
2022-03-23,0.8376
2022-03-22,0.8366
2022-03-21,0.8373
2022-03-20,0.8057
2022-03-19,0.8194
2022-03-18,0.7965
2022-03-17,0.7935
2022-03-16,0.7919
2022-03-15,0.7657
2022-03-14,0.7748
2022-03-13,0.7602
2022-03-12,0.7857
2022-03-11,0.8029
2022-03-10,0.7361
2022-03-09,0.7658
2022-03-08,0.7207
2022-03-07,0.7197
2022-03-06,0.7251
2022-03-05,0.754
2022-03-04,0.7127
2022-03-03,0.7515
2022-03-02,0.7687
2022-03-01,0.7839
2022-02-28,0.7809
2022-02-27,0.7215
2022-02-26,0.7508
2022-02-25,0.7699
2022-02-24,0.6963
2022-02-23,0.6967
2022-02-22,0.7209
2022-02-21,0.7018
2022-02-20,0.7769
2022-02-19,0.8215
2022-02-18,0.784
2022-02-17,0.769
2022-02-16,0.8366
2022-02-15,0.8515
2022-02-14,0.8012
2022-02-13,0.8057
2022-02-12,0.8223
2022-02-11,0.7591
2022-02-10,0.8253
2022-02-09,0.8697
2022-02-08,0.8763
2022-02-07,0.8314
2022-02-06,0.6825
2022-02-05,0.6656
2022-02-04,0.6555
2022-02-03,0.6102
2022-02-02,0.6006
2022-02-01,0.6284
2022-01-31,0.6174
2022-01-30,0.6013
2022-01-29,0.6174
2022-01-28,0.6111
2022-01-27,0.6088
2022-01-26,0.6193
2022-01-25,0.618
2022-01-24,0.6118
2022-01-23,0.6283
2022-01-22,0.5966
2022-01-21,0.6368
2022-01-20,0.7199
2022-01-19,0.7381
2022-01-18,0.7509
2022-01-17,0.7617
2022-01-16,0.7784
2022-01-15,0.7791
2022-01-14,0.7732
2022-01-13,0.768
2022-01-12,0.7987
2022-01-11,0.7703
2022-01-10,0.7399
2022-01-09,0.753
2022-01-08,0.7452
2022-01-07,0.7634
2022-01-06,0.7791
2022-01-05,0.7726
2022-01-04,0.8228
2022-01-03,0.8324
2022-01-02,0.8586
2022-01-01,0.8507
2021-12-31,0.8297
2021-12-30,0.8386
2021-12-29,0.8171
2021-12-28,0.8515
2021-12-27,0.9269
2021-12-26,0.92
2021-12-25,0.9252
2021-12-24,0.9115
2021-12-23,0.9941
2021-12-22,0.9537
2021-12-21,0.9467
2021-12-20,0.8798
2021-12-19,0.835
2021-12-18,0.8262
2021-12-17,0.7966
2021-12-16,0.8051
2021-12-15,0.8262
2021-12-14,0.8103
2021-12-13,0.7818
2021-12-12,0.8393
2021-12-11,0.8392
2021-12-10,0.7992
2021-12-09,0.8583
2021-12-08,0.8622
2021-12-07,0.8154
